source;translation;type;module;status;customer
"Below is list of supported variables you can use in your PDF document.
 Variables will be replaced by values related to affiliate, under which is PDF downloaded.
  Meaning of fields data1 - data10 you can customize in menu Configuration -> Affiliate Signup -> tab Fields";"Nedenfor er en liste over de støttede variablene du kan bruke i PDF dokumentet.
 Variabler vil bli erstattet av verdier relatert til affiliate, som PDF lastes ned under.
  Meningen med feltene data1 - data10 kan du tilpasse i menyen Konfigurasjon -> Affiliate påmelding -> tab feltene";S;merchant;T;N
"Uploaded Pdf File";"Opplastet Pdf fil";S;merchant;T;N
"File Name:";"Filnavn:";S;merchant;T;N
"File Size:";"Filstørrelse:";S;merchant;T;N
"Upload PDF file";"Last opp PDF fil";C;;T;N
"Hide Supported Variables";"Skjul støttede variabler";C;;T;N
"Show Supported Variables";"Vis støttede variabler";C;;T;N
"Change affiliate manager info visible in affiliate panel";"Endre om affiliate administrator info skal være synlig i affiliatepanelet";C;merchant;T;N
"Read more in our Knowledge Base";"Les mer i Spørsmål og svar seksjonen";S;;T;N
"Error loading user '%s'";"Feil under lasting av bruker '%s'";S;;T;N
"Replicated site '%s' does not exist";"Replikert side '%s' finnes ikke";S;;T;N
"Invalid license.";"Ugyldig lisens.";S;;T;N
"Can not connect to FTP server.";"Kan ikke koble til FTP server.";S;;T;N
"Param itemId is mising";"Param itemId mangler";S;;T;N
"Do not save sales after cookie lifetime";"Ikke lagre salg etter at cookie er utløpt";S;;T;N
"Lifetime commission settings saved";"Levetid for provisjoner er lagret";S;;T;N
"Preview for";"Forhåndsvis for";S;merchant;T;N
"Files in replicated folder:";"Filer i replikert katalog:";B;;T;N
"Search for";"Søk etter";S;;T;N
"Lifetime of cookie in days for this commission group. 0 means infinite.";"Levetid for cookie i dager for denne provisjonsgruppen . 0 betyr uendelig.";C;;T;N
"Same as campaign";"Samme som kampanje";C;;T;N
"Custom cookie validity";"Gyldighet for egendefinert cookie";C;;T;N
"Cookie lifetime";"Cookie levetid";C;;T;N
"Generate .htaccess for this location";"Generer .htaccess for denne lokasjonen";C;;T;N
"Check if .htaccess is ok at this location";"Sjekk om .htaccess er ok for denne lokasjonen";C;;T;N
"Replicated site is at default location";"Replikert side er på standard lokasjon";C;;T;N
"Replicated site is at custom location";"Replikert side er på egendefinert lokasjon";C;;T;N
"Replicated site folder";"Replikert sidekatalog";C;;T;N
"Upload .htaccess to";"Last opp .htaccess til";C;;T;N
"Check if it is working";"Sjekk om den fungerer";C;;T;N
"Generate .htaccess";"Generer .htaccess";C;;T;N
"Replicated site URL";"Replikert side URL";S;merchant;T;N
"Replicated site files";"Replikerte sidefiler";S;merchant;T;N
"You can use following variables in replicated files";"Du kan bruke følgende variabler i replikerte filer";S;merchant;T;N
"Affiliate_Refid";"Affiliate_Refid";S;merchant;N;N
".htaccess code for replicated site";".htaccess kode for replikert side";S;merchant;T;N
"Default location works without any setup. You just specify name of replicated site.";"Standard lokasjon fungerer uten noen form for oppsett. Du angir bare navn på replikert side.";C;;T;N
"When you choose custom location, replicated site can be placed on any url you want but it needs further setup.";"Når du velger egendefinert lokasjon, kan replikert side plasseres på en hvilken som helst url, men trenger ytterligere innstilling.";C;;T;N
"Files to process";"Filer å bearbeide";C;;T;N
"All replicated site files need to be uploaded to this folder.";"Alle replikerte sidefiler må lastet opp til denne katalogen.";C;;T;N
"Site url";"Side url";C;;T;N
"Referral ID can contain only [a-zA-Z0-9_-] characters. %s given";"Referral ID kan kun inneholde [a-zA-Z0-9_-] tegn. %s gitt";S;;T;N
"Conversion ratio";"Konverteringsforhold";B;merchant;T;N
"ActionCodeHelp";"Kode til handlingsbasert provisjon bør være en streng uten mellomrom og spesielle tegn som du senere bruker i sporingsscriptet for å spesifisere at denne handlingen skal brukes. Koden må være unik innenfor en kampanje, så du kan ikke ha handlinger med samme kode i en kampanje.";C;;T;N
"Anchor links";"Ankerlinker";C;merchant;T;N
"Html_code_BannerParams_Help";"Du kan definere egendefinerte gyldig HTML kode uten tagger som body, head, html. Innne i HTML koden kan du bruke variabler definert over dette feltet.";C;merchant;T;N
"Select how should be computed size of banner in image tag. You can select from predefined banner sizes or define own size.";"Velg hvordan bannerstørrelse i bildetagg skal beregnes. Du kan velge fra forhåndsdefinerte bannerstørrelser eller definere egne størrelser.";C;merchant;T;N
"Error computing commissions: ";"Feil under utregning av provisjoner: ";C;merchant;T;N
"Text link format";"Tekstlink format";S;merchant;T;N
"Image banner format";"Bildebanner format";S;merchant;T;N
"Flash banner format";"Flash bannerformat";S;merchant;T;N
"Minimum_payout_options_Help";"Definer minimum utbetalingsgrense, som affiliate kan velge i sitt panel.";C;merchant;T;N
"Email address that will appear on emails sent by the system";"Epostadresse som vil være synlig for epost sendt av systemet";C;;T;N
"Name that will appear on emails sent by the system";"Navn som vil fremkomme på epost sendt av systemet";C;;T;N
"For proper SEO links functionality, you have to make sure that your web server supports mod_rewrite and you have to create a .htaccess file to your web home directory, and copy & paste the code below to this file.<br/>If this file already exists, simply add the code below to the end.<br/>Make sure you backup this file before making any changes.";"For ordentlig SEO link funksjonalitet, må du påse at din server støtter mod_rewrite pg du må opprette en .htaccess fil til din home katalog, og kopiere og lime inn koden nedenfor til denne filen.<br/>Hvis denne filen allerede finnes, legg bare til koden nedenfor helt til slutt i filen.<br/>Sørg for å ta backup av denne filen før du gjør endringer.";S;merchant;T;N
"This will set the style of affiliate link URL that your affiliates will put to their pages. You can choose from the methods below.<br/>Note that some methods have different requirements";"Dette vil sette stilen til affiliatelink URL som dine affiliater vil putte på sine sider. Du kan velge fra metodene nedenfor.<br/>Legg merke til at noen metoder har ulike krav";S;merchant;T;N
"You can choose to support DirectLink linking as an addition to your standard affiliate links.<br/>The links chosen above will work, plus your affiliates will have option to use DirectLinks. All affiliate DirectLink URLs require merchant's approval.";"Du kan velge å aktivere DirekteLink linking som et tillegg til dine standard affiliatelinker.<br/>Linkene valgt over vil fungere, pluss at dine affiliater vil ha valg for å bruke DirekteLinker. Alle affiliate DirekteLink URLs krever godkjenning av merchant";S;merchant;T;N
"Choose how emails should be sent. Sending by mail() is highly recommended. If you don't receive emails, talk to your webhosting support to check and enable the PHP mail() function.<br/>Only if you cannot solve it, use sending by SMTP.";"Velg hvordan epost skal sendes. Sending med mail() er å anbefale. Hvis du ikke mottar epost, ta kontakt med supporten hos din webhotelleverandør og sjekk om de har aktivert PHP mail() funksjon.<br/>Bruk SMTP bare hvis du ikke klarer å løse det.";S;;T;N
"Key";"Nøkkel";S;;T;N
"Initialization vector";"Initialiseringsvektor";S;;T;N
"Key must be 16, 24 or 32 characters long";"Nøkkel må være 16, 24 eller 32 tegn lang";S;;T;N
"Initialization vector must be 16 characters long";"Initialiseringsvektor må være 16 tegn lang";S;;T;N
"Encrypt codes saved";"Krypterte koder lagret";S;;T;N
"Payout fields encryption";"Krypter utbetalingsfelt";S;;T;N
"Site Replication is a special type of banner that replicates pages created by you so they are specific for affiliate. They can contain variables like affiliate refid, name, ... .%s<br/>";"Sidereplikering er en spesiell type banner som replikerer sider som er opprettet av deg, slik at de er spesielt for affiliaten. De kan inneholde variabler som affiliate refid, navn, ... .%s<br/>";S;;T;N
"Post signup page.";"Du er ferdig med påmeldingen.";S;;T;N
"You have been successfully signed up.";"Du er vellykket påmeldt.";S;;T;N
"Failed to set default merchant";"Feilet å sette standard merchant";S;merchant;T;N
"Default merchant changed";"Standard merchant endret";S;merchant;T;N
"You cannot delete default merchant";"Du kan ikke slette standard merchant";C;merchant;T;N
"You cannot set unapproved merchant to default";"Du kan ikke sette ikke-godkjente merchant som standard";C;merchant;T;N
"to be the default merchant?";"til å bli standard merchant?";C;merchant;T;N
"Affiliate - New User Signup Declined";"Affiliate - Ny påmelding avvist";B;;T;N
"You have been declined in affiliate program";"Du er avvist i affiliateprogrammet";B;;T;N
"Parent %s";"Foreldre %s";S;;T;N
"Notification email";"Varslings Epost";B;merchant;T;N
"Custom field number (1-6)";"Egendefinert feltnummer (1-6)";S;;T;N
"Security code";"Sikkerhetskode";S;;T;N
"Security code is used to prevent IPN frauds.";"Sikkerhetskode er brukt for å hindre IPN svindel.";S;;T;N
"Allow test sales";"Tillat testsalg";S;;T;N
"Register also test sales. This setting should be off in live system.";"Registrer også testsalg. Bør være avslått i produksjonssystemer.";S;;T;N
"AlertPay plugin configuration saved";"Plugin for AlertPay konfigurasjon lagret";S;;T;N
"AlertPay integration plugin";"Plugin for AlertPay integrasjon";S;;T;N
"This plugin handles AlertPay IPN notifications (integration of Post Affiliate with AlertPay). Do not forget to configure this plugin after activation.";"Denne plugin håndterer AlertPay IPN varslinger (integrasjon av Post Affiliate med AlertPay). Ikke glem å konfigurere denne plugin etter aktivering.";S;;T;N
"do not force email usernames";"ikke tving epost brukernavn";C;merchant;T;N
"Invoice settings saved";"Fakturainnstilling lagret";S;merchant;T;N
"Invalid Smarty syntax. More information: ";"Ugyldig Smarty syntax. Mer informasjon: ";S;merchant;T;N
"VAT handling saved";"MVA håndtering lagret";S;merchant;T;N
"Target url";"Mål URL";S;;T;N
"Error sending new direct link notification email to merchant: %s";"Feil under sending av ny direktelink epostvarsling til  merchant: %s";S;affiliate;T;N
"Referrer URL";"Referrer URL";S;;N;N
"Sale count";"Salgstelling";S;;T;N
"Sale total cost";"Salg total ordreverdi";S;;T;N
"Sale commision";"Salgsprovisjon";S;;T;N
"This features encrypts all payout field values that are stored to database. You have to configure password and initialization vector after feature activation. %s<br/>";"Denne egenskapen krypterer alle verdier i utbetalingsfelt som lagres i databasen. Du må konfigurere passord og initialiseringsvektor etter aktivering av egenskap. %s<br/>";S;;T;N
"Top referrer URL";"De beste referrer URL";B;;T;N
"DirectLinks Approved";"DirekteLink Godkjent";S;affiliate;T;N
"DirectLinks Declined";"DirektetLink Avslått";S;affiliate;T;N
"DirectLinks Pending";"DirekteLinker Venter";S;affiliate;T;N
"DirectLinks Deleted";"DirekteLinker slettet";S;affiliate;T;N
"Affiliate - DirectLink Notification";"Affiliate - DirekteLink varsling";B;affiliate;T;N
"DirectLink notification";"DirekteLink varsel";B;affiliate;T;N
"DirectLink URL";"DirekteLink URL";S;merchant;T;N
"DirectLink Note";"DirekteLink merknad";S;merchant;T;N
"DirectLink Approve Link";"DirekteLink Link for å godkjenne";S;merchant;T;N
"DirectLink Decline Link";"DirekteLink Link for å avslå";S;merchant;T;N
"Merchant - New DirectLink Notification";"Merchant - Varsel om ny DirekteLink";B;merchant;T;N
"New DirectLink notification";"Varsel om ny DirekteLink";B;merchant;T;N
"Top affiliates";"De beste affiliater";B;merchant;T;N
"Top referring URLs";"Topp referring URLs";B;;T;N
"Raw impressions";"Alle visninger";S;;T;N
"Unique impressions";"Unike visninger";S;;T;N
"Error sending direct link changed status notification email to affiliate: %s";"Feil under sending av epost til affiliate, om endret status for DirekteLink: %s";S;merchant;T;N
"Standard PHP Library is on";"Standard PHP Library er påslått";S;;T;N
"Application requires Standard PHP Library extension";"Applikasjonen krever Standard PHP Library extension";S;;T;N
"Please recompile your PHP with Standard PHP Library extension";"Vennligst rekompiler din PHP med Standard PHP Library extension";S;;T;N
"Application requires session.auto_start parameter off";"Applikasjonen krever session.auto_start parameter off";S;;T;N
"Please turn session.auto_start parameter off in your php.ini";"Vennligst sett session.auto_start parameter off i din php.ini";S;;T;N
"Task does not exist!";"Oppgave finnes ikke!";S;;T;N
"Task is not valid!";"Oppgave er ikke gyldig!";S;;T;N
"Failed to activate plugin, database user %s has no rights to read information_schema.tables system database.";"Feilet å aktivere plugin, database bruker %s har ingen rettigheter til å lese information_schema.tables system database.";S;;T;N
"Only numbers in Referral ID";"Kun tall i Referral ID";S;;T;N
"Only numbers in Referral ID.";"Kunn tall i Referral ID.";S;;T;N
"Referral ID can contain only [0-9] characters. %s given";"Referral ID kan kun inneholde [0-9] tegn. %s gitt";S;;T;N
"Custom field number (1-5)";"Egendefinert feltnummer (1-5)";S;;T;N
"Custom field number must be from range 1-5.";"Egendefinert feltnummer må være fra 1-5.";S;;T;N
"UltraCart plugin configuration saved";"Plugin for UltraCart konfigurasjon lagret";S;;T;N
"UltraCart integration plugin";"Plugin for UltraCart integrasjon";S;;T;N
"This plugin handles UltraCart IPN notifications (integration of Post Affiliate with UltraCart). Do not forget to configure this plugin after activation.";"Denne plugin håndterer UltraCart IPN varslinger (integrasjon av Post Affiliate med UltraCart). Ikke glem å konfigurere denne plugin etter aktivering.";S;;T;N
"Username Referral IDs";"Brukernavn Referral IDs";S;;T;N
"Username will be used as Referral IDs";"Brukernavn vil bli brukt som Referral IDs";S;;T;N
"Date of sale";"Salgsdato";S;;T;N
"Sale status";"Salgstatus";S;;T;N
"Group by";"Sorter etter";S;;T;N
"You have been contacted by your affiliate";"Du er blitt kontaktet av din affiliate";S;merchant;T;N
"at";"den";S;merchant;T;N
"Referrer:";"Referrer:";S;merchant;N;N
"filled ""Contact us"" form.";"fyllt ut ""Kontakt oss"" skjema.";S;merchant;T;N
"Regards,";"Med hilsen,";S;merchant;T;N
"Dear merchant,";"Kjære merchant,";S;merchant;T;N
"Affiliate name";"Navn på affiliate";S;merchant;T;N
"Affiliate email";"Affiliate epost";S;merchant;T;N
"Regards";"Med hilsen,";S;;T;N
"Dear merchant";"Kjære merchant";S;;T;N
"A new sale/lead was recorded at ";"Et nytt salg/lead ble generert den ";S;merchant;T;N
"The sale was assigned to affiliate with user name";"Salget ble tildelt affiliate med brukernavn";S;merchant;T;N
"Sale details";"Salgsdetaljer";S;;T;N
"Commission for affiliate";"Provisjon for affiliate";S;merchant;T;N
"Referrer Url";"Referrer Url";S;;N;N
"Dear";"Kjære";S;;T;N
"Thank you for registration in our affiliate program.";"Takk for at du registrerte deg i vårt affiliateprogram.";S;;T;N
"You have been approved and you can login using the following link";"Du er godkjent og kan logge inn ved å bruke følgende link";S;;T;N
"Your username";"Ditt brukernavn";S;;T;N
"Your password";"Ditt passord";S;;T;N
"Sincerely,";"Med hilsen,";S;;T;N
"Your Affiliate manager";"Din Affiliate Administrator";S;;T;N
"Thank you for your registration in our affiliate program.";"Takk for at du registrerte deg i vårt affiliateprogram.";S;;T;N
"We review every application";"Vi ser gjennom hver påmelding";S;;T;N
"manually";"manuelt";S;;T;N
"and your registration is waiting for manual approval.";"og din registrering venter for manuell godkjennelse.";S;;T;N
"Please, be patient.";"Vennligst, vær tålmodig.";S;;T;N
"After confirming your registration, you will receive one more email with all the necessary information.";"Etter bekreftelse av din registrering, vil du motta en ny epost med all nødvendig informasjon.";S;;T;N
"You have been declined in affiliate program.";"Du er blitt avvist i affiliateprogrammet.";S;;T;N
"joined your campaign";"ble med i din kampanje";S;affiliate;T;N
"This affiliate is waiting for your approval.";"Denne affiliaten venter på din godkjenning.";S;affiliate;T;N
"I would like to let you know that we paid your commissions earned in our affiliate program.";"Vi har utbetalt deg din opptjente provisjon i affiliateprogrammet.";S;;T;N
"Amount payed";"Beløp utbetalt";S;;T;N
"Sincerely";"Med hilsen";S;;T;N
"Commission from this sale";"Provisjon fra dette salget";S;;T;N
"One of your sub-affiliates";"En av dine subaffiliater";S;affiliate;T;N
"made a sale/lead.";"gjorde et salg/ lead.";S;affiliate;T;N
"Sale/lead preview";"Forhåndsvisning salg/lead";S;affiliate;T;N
"Statistics date range";"Datoområde for statistikk";S;;T;N
"Hello";"Hei";S;;T;N
"we have received new password request for your account";"vi har mottatt en forespørsel for nytt passord for din konto";S;;T;N
"If this request was initiated by you, please click";"Hvis denne forespørselen ble gjort av deg, vennligst klikk";S;;T;N
"or copy URL";"eller kopier URL";S;;T;N
"to your browser and change your password.";"til adressefeltet i din nettleser og endre ditt passord.";S;;T;N
"This request is valid until";"Denne forespørselen er gyldig til";S;;T;N
"Quality Unit Team";"Quality Unit Team";S;;N;N
"On direct link approve/decline";"Ved godkjenning/ avslag av DirekteLink";C;affiliate;T;N
"TopReferringURLsManagerDescription";"Alle salg blir også registrert i denne oversikten. Du ser her URL adressen til klikket som førte til ordren.";C;;T;N
"All URLs";"Alle URLs";C;affiliate;T;N
"First click referrer URL";"Første klikk referrer URL";C;affiliate;T;N
"Last click referrer URL";"Siste klikk referrer URL";C;affiliate;T;N
"banner ID";"banner ID";C;merchant;N;N
"On new direct link";"Ved ny direktelink";C;merchant;T;N
"On direct link approved";"Ved godkjent direktelink";C;merchant;T;N
"TopAffiliatesDescription";"Oversikt over de affiliater som genererer flest salg og provisjoner";C;merchant;T;N
"status";"Status";S;;T;N
"size";"størrelse";S;;T;N
"destination url";"destinasjons url";S;;T;N
"Here you can specify how your links will look like.<br/>The link format will be: http://www.yoursite.com/prefixAFFILIATEIDseparatorBANNERIDsuffix<br/>for example: http://www.yoursite.com/ref/11111111/22222222.html";"Her kan du spesifisere hvordan linkene dine vil se ut.<br/>Linkformat vil være: http://www.yoursite.com/prefixAFFILIATEIDseparatorBANNERIDsuffix<br/>for eksempel: http://www.yoursite.com/ref/11111111/22222222.html";S;merchant;T;N
"Pdf Parser Error: ";"Pdf Parser feil: ";S;;T;N
"Pdf Not Uploaded , No Variables Found !";"Pdf ble ikke lastet opp , ingen variabler funnet !";S;;T;N
"Bad Password";"Feil passord";S;;T;N
"New User Signup Status";"Status for ny brukerpåmelding";S;merchant;T;N
"New User Signup Approve Link";"Link for å godkjenne påmelding fra ny affiliate";S;merchant;T;N
"New User Signup Decline Link";"Link for å avslå påmelding fra ny affiliate";S;merchant;T;N
"Sale Approve Link";"Link for å godkjenne salg";S;merchant;T;N
"Sale Decline Link";"Link for å avslå salg";S;merchant;T;N
"Affiliate Join Campaign Approve Link";"Link for å godkjenne affilliate å bli med i kampanje";S;affiliate;T;N
"Affiliate Join Campaign Decline Link";"Link for å avslå affiliate å bli med i kampanje";S;affiliate;T;N
"Failed to load direct link. (direct link propably deleted)";"Feilet å laste direkte link. (direkte link er trolig slettet)";S;merchant;T;N
"Session autostart is off";"Autostart av sesjon er slått av";S;;T;N
"Clearing templates cache";"Sletter templates cache";S;;T;N
"Separator:";"Separator:";S;;N;N
"TrialPay plugin configuration saved";"Innstilling for TrialPay plugin er lagret";S;;T;N
"TrialPay integration plugin";"Plugin for TrialPay integrasjon";S;;T;N
"This plugin handles TrialPay notifications (integration of Post Affiliate with TrialPay).";"Denne plugin håndterer TrialPay varslinger (integrasjon av Post Affiliate med TrialPay).";S;;T;N
"added new directlink at";"lagt til ny direktelink på";S;merchant;T;N
"If you like to APPROVE it click here";"Vil du GODKJENNE den, klikk her";S;merchant;T;N
"If you like to DECLINE it click here";"Vil du AVSLÅ den, klikk her";S;merchant;T;N
"If you want to APPROVE new affiliate click here";"Vil du GODKJENNE ny affiliate, klikk her";S;merchant;T;N
"If you want to DECLINE new affiliate click here";"Vil du AVSLÅ ny affiliate, klikk her";S;merchant;T;N
"If you want to APPROVE new sale click here";"Vil du GODKJENNE nytt salg, klikk her";S;merchant;T;N
"If you want to DECLINE new sale click here";"Vil du AVSLÅ nytt salg, klikk her";S;merchant;T;N
"If you want to APPROVE affiliate to join camapign click here";"Vil du GODKJENNE affiliate til kampanjen, klikk her";S;affiliate;T;N
"If you want to DECLINE affiliate to join camapign click here";"Vil du AVSLÅ affiliate til kampanjen, klikk her";S;affiliate;T;N
"Enter Pasword For Pdf Document";"Tast inn pasord for Pdf dokument";C;;T;N
"Pdf Password Request";"Pdf Passordforespørsel";C;;T;N
"Ok";"OK";C;;T;N
"Tiers visible";"Tiers synlig";C;merchant;T;N
"Number of tiers visible to affiliate";"Antall tiers synlig for affiliate";C;merchant;T;N
"Html";"HTML";B;;T;N
"Wysiwyg";"Wysiwyg";C;;N;N
"Quality Unit News";"Quality Unit Nyheter";S;merchant;T;N
"Key %s does not contain %s it contains %s";"Nøkkel %s inneholder ikke %s den inneholder %s";S;;T;N
"Credits";"Belønning";S;merchant;T;N
"Change log";"Logg over endringer";C;merchant;T;N
"Note for affiliate";"Merknad for affiliate";C;merchant;T;N
"Hide custom text body and generate it automatically from HTML version";"Skjul egendefinert tekst body og generer den automatisk fra HTML versjon";C;;T;N
"Edit custom text body of email";"Rediger egendefinert tekstbody for epost";C;;T;N
"In subject of mail can be used all variables supported in body of mail.";"I emnefeltet kan du bruke alle variabler som er støttet i epostens body.";C;;T;N
"Html Body";"HTML Body";C;;T;N
"Text Body";"Tekst Body";C;;T;N
"Fixed cost";"Fixed cost";B;;N;N
"Name of commission type attribute has to be unique";"Name of commission type attribute has to be unique";S;;N;N
"Coupon code must be unique";"Coupon code must be unique";S;;N;N
"description";"description";S;;N;N
"maximum coupons per affiliate";"maximum coupons per affiliate";S;;N;N
"Status successfully set to selected coupon(s)";"Status successfully set to selected coupon(s)";S;;N;N
"Failed to set status selected coupon(s)";"Failed to set status selected coupon(s)";S;;N;N
"Coupon";"Coupon";B;;N;N
"Validity";"Validity";S;;N;N
"Coupon banner with id %s not exist";"Coupon banner with id %s not exist";S;;N;N
"unlimited";"unlimited";B;;N;N
"Create coupons";"Create coupons";S;;N;N
"User ID";"User ID";S;;N;N
"Valid from";"Valid from";B;;N;N
"Valid to";"Valid to";B;;N;N
"Limit use";"Limit use";B;;N;N
"Error during ";"Error during ";S;;N;N
"Coupons are successfuly ";"Coupons are successfuly ";S;;N;N
"Coupon assigment";"Coupon assigment";B;;N;N
"Coupons to each affiliate";"Coupons to each affiliate";S;;N;N
"Coupon codes";"Coupon codes";S;;N;N
"Coupon format";"Coupon format";B;;N;N
"Number of coupons";"Number of coupons";B;;N;N
"Generate coupons";"Generate coupons";B;;N;N
"Generating coupons was stopped, because coupon format is too small";"Generating coupons was stopped, because coupon format is too small";S;;N;N
"Import coupons";"Import coupons";B;;N;N
"Importing coupons was stopped, because coupon code %s already exists";"Importing coupons was stopped, because coupon code %s already exists";S;;N;N
"Offline sale";"Offline sale";B;;N;N
"Failed to assign coupon";"Failed to assign coupon";S;;N;N
"Coupon was successfully assigned";"Coupon was successfully assigned";S;;N;N
"Page Peel Banner";"Page Peel Banner";S;;N;N
"Peelbanners are also known as magic corners or pagepeels. They are displayed as a small animated corner of the page and wakes the curiosity of most users. Only if the user moves his mouse onto, it peels impressively over the real homepage.";"Peelbanners are also known as magic corners or pagepeels. They are displayed as a small animated corner of the page and wakes the curiosity of most users. Only if the user moves his mouse onto, it peels impressively over the real homepage.";S;;N;N
"Affiliate - On change  Sale / Lead status";"Affiliate - On change  Sale / Lead status";B;affiliate;N;N
"Change sale / lead status";"Change sale / lead status";B;affiliate;N;N
"Affiliate - New Sale / Lead";"Affiliate - New Sale / Lead";B;affiliate;N;N
"Generate mails with subject: %s";"Generate mails with subject: %s";S;;N;N
"Scheduled %s mails";"Scheduled %s mails";S;;N;N
"Mail template not defined in database for templateId %s";"Mail template not defined in database for templateId %s";S;;N;N
"Mail will be delivered in background process.";"Mail will be delivered in background process.";S;affiliate;N;N
"Mails will be created and delivered in background process.";"Mails will be created and delivered in background process.";S;;N;N
"Default Currency";"Default Currency";S;;N;N
"Clickthrough ratio";"Clickthrough ratio";S;merchant;N;N
"Avg. com. per click";"Avg. com. per click";S;merchant;N;N
"Avg. com. per impression";"Avg. com. per impression";S;merchant;N;N
"Avg. amount of order";"Avg. amount of order";S;merchant;N;N
"Failed to approve direct link %s.";"Failed to approve direct link %s.";S;merchant;N;N
"Direct link %s was successfully approved.";"Direct link %s was successfully approved.";S;merchant;N;N
"Failed to decline direct link %s.";"Failed to decline direct link %s.";S;merchant;N;N
"Waiting";"Waiting";S;;N;N
"Minimum length of %s in %s is %s";"Minimum length of %s in %s is %s";S;;N;N
"Delete directory %s";"Delete directory %s";S;;N;N
"Copy directory %s";"Copy directory %s";S;;N;N
"Create account";"Create account";S;;N;N
"Importing Language";"Importing Language";S;;N;N
"FTP - Copy files";"FTP - Copy files";S;;N;N
"Following requires functions are not enabled or available: %s";"Following requires functions are not enabled or available: %s";S;;N;N
"Unzip file %s";"Unzip file %s";S;;N;N
"Update account";"Update account";S;;N;N
"Update application files";"Update application files";S;;N;N
"Import language file %s";"Import language file %s";S;;N;N
"Send mails from outbox";"Send mails from outbox";S;;N;N
"Pending %s mails";"Pending %s mails";S;;N;N
"%s has to be valid date";"%s has to be valid date";S;;N;N
"%s has to be positive integer";"%s has to be positive integer";S;;N;N
"%s has to be integer";"%s has to be integer";S;;N;N
"%s is mandatory";"%s is mandatory";S;;N;N
"%s has to be number";"%s has to be number";S;;N;N
"Updated";"Updated";S;;N;N
"Task name";"Task name";S;;N;N
"Progress";"Progress";S;;N;N
"Failed to delete task.";"Failed to delete task.";S;;N;N
"It is not possible to delete running task.";"It is not possible to delete running task.";S;;N;N
"This type of task is not allowed to be deleted.";"This type of task is not allowed to be deleted.";S;;N;N
"Task deleted.";"Task deleted.";S;;N;N
"Cron request finished.";"Cron request finished.";S;;N;N
"Maximum Commissions Per Referral";"Maximum Commissions Per Referral";S;;N;N
"This plugin enables to set limit of maximum number of commissions per user(customer) in time interval(seconds) that will be saved.";"This plugin enables to set limit of maximum number of commissions per user(customer) in time interval(seconds) that will be saved.";S;;N;N
"all time";"all time";S;;N;N
"Maximum commissions per referral";"Maximum commissions per referral";S;;N;N
"Maximum commission per one customer";"Maximum commission per one customer";S;;N;N
"Maximum commissions time period in seconds";"Maximum commissions time period in seconds";S;;N;N
"Time Period in seconds in which are commission per one customer counted.";"Time Period in seconds in which are commission per one customer counted.";S;;N;N
"Wrong format used for Maximum commissions per referral.";"Wrong format used for Maximum commissions per referral.";S;;N;N
"Wrong format used for Maximum commissions time period in seconds.";"Wrong format used for Maximum commissions time period in seconds.";S;;N;N
"Data Migration";"Data Migration";S;;N;N
"Migrate affiliates";"Migrate affiliates";S;affiliate;N;N
"Migrate transactions";"Migrate transactions";S;;N;N
"Upgrade from PAP3";"Upgrade from PAP3";S;;N;N
"Minimum Referal ID length";"Minimum Referal ID length";S;;N;N
"Minimum length must be between 0 and 20";"Minimum length must be between 0 and 20";S;;N;N
"undefined";"undefined";B;;N;N
"Referal ID length limit saved";"Referal ID length limit saved";S;;N;N
"Referral id must be longer than %s characters";"Referral id must be longer than %s characters";S;;N;N
"Referral id can not be longer than %s characters";"Referral id can not be longer than %s characters";S;;N;N
"secure pass2";"secure pass2";S;;N;N
"Secure Pass 2 from RoboKassa is needed for verification with RoboKassa.";"Secure Pass 2 from RoboKassa is needed for verification with RoboKassa.";S;;N;N
"RoboKassa plugin configuration saved";"RoboKassa plugin configuration saved";S;;N;N
"RoboKassa integration plugin";"RoboKassa integration plugin";S;;N;N
"This plugin handles RoboKassa notifications (integration of Post Affiliate with RoboKassa).";"This plugin handles RoboKassa notifications (integration of Post Affiliate with RoboKassa).";S;;N;N
"seo_targeturl for banner format";"seo_targeturl for banner format";S;;N;N
"This plugin enables you to use variable {$seo_targeturl} in banner format. It is computed not as usual SEO url but uses domain of the banner. You need to have SEO tracking code on all banner destination urls!";"This plugin enables you to use variable {$seo_targeturl} in banner format. It is computed not as usual SEO url but uses domain of the banner. You need to have SEO tracking code on all banner destination urls!";S;;N;N
"Ip - Country Code";"Ip - Country Code";S;;N;N
"Ip - Country Name";"Ip - Country Name";S;;N;N
"Ip - City";"Ip - City";S;;N;N
"Ip - Longitude";"Ip - Longitude";S;;N;N
"Ip - Latitude";"Ip - Latitude";S;;N;N
"Print";"Print";B;;N;N
"copies of coupons";"copies of coupons";S;affiliate;N;N
"Description of coupon:";"Description of coupon:";S;affiliate;N;N
"Coupons:";"Coupons:";S;affiliate;N;N
"Valid from:";"Valid from:";S;affiliate;N;N
"Valid to:";"Valid to:";S;affiliate;N;N
"Limit use:";"Limit use:";S;affiliate;N;N
"coupons to each affiliate";"coupons to each affiliate";S;merchant;N;N
"Closed banner settings";"Closed banner settings";S;merchant;N;N
"By default is Page Pell Banner closed. In following section you can define, how will look banner in closed state.";"By default is Page Pell Banner closed. In following section you can define, how will look banner in closed state.";S;merchant;N;N
